record_type,route_option,route_countries,venue_#,venue_Venue,venue_City,venue_Country,venue_Why It Fits The Dialtones,venue_Venue Booking Agent Name,venue_Booking Agent Email / Booking Route,venue_Link of Venue,venue_Social Media Links for Venue,venue_Typical Venue Pay,venue_Size Tier,cobill_country,cobill_country_rank,cobill_band,cobill_type,cobill_begin,cobill_genres,cobill_why_fit,cobill_band_manager,cobill_manager_contact_info,cobill_cities_venues_past_18_months,cobill_band_socials,cobill_band_website,cobill_soundcloud,cobill_spotify,cobill_apple_music,cobill_recent_articles_past_18_months,cobill_musicbrainz
venue,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,107,Beursschouwburg,Brussels,Belgium,arts-forward venue,Public buyer not found in quick pass,Use official booking/contact route on venue site,Venue link: https://www.beursschouwburg.be,instagram.com: https://www.instagram.com/beursschouwburg,"€600-€2,500 guarantee vs split",mid,,,,,,,,,,,,,,,,,
venue,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,208,Molotow,Hamburg,Germany,key Hamburg indie venue,Public buyer not found in quick pass,molotow@molotowclub.com,Venue link: https://molotowclub.com,facebook.com: https://www.facebook.com/molotowstpauli / instagram.com: https://instagram.com/molotowclub / facebook.com: https://www.facebook.com/events/568135860454515 / facebook.com: https://www.facebook.com/theAlabamaShakes,€150-€700 guarantee or door split,small,,,,,,,,,,,,,,,,,
venue,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,242,Garage Noord,Amsterdam,Netherlands,experimental Amsterdam venue,Public buyer not found in quick pass,Use official booking/contact route on venue site,Venue link: https://www.garagenoord.com,Instagram search: https://www.instagram.com/explore/search/keyword/?q=Garage+Noord+Amsterdam / Facebook search: https://www.facebook.com/search/top?q=Garage+Noord+Amsterdam,€150-€700 guarantee or door split,small,,,,,,,,,,,,,,,,,
venue,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,109,Atelier 210,Brussels,Belgium,alternative Brussels room,Public buyer not found in quick pass,info@atelier210.be,Venue link: https://www.atelier210.be,facebook.com: https://www.facebook.com/tr / facebook.com: https://www.facebook.com/atelier210 / instagram.com: https://www.instagram.com/atelier210,€150-€700 guarantee or door split,small,,,,,,,,,,,,,,,,,
venue,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,217,Bumann & Sohn,Cologne,Germany,indie bar/venue,Public buyer not found in quick pass,"event@bumannundsohn.de, lost@bumannundsohn.de, job@bumannundsohn.de",Venue link: https://www.bumannundsohn.de,facebook.com: http://www.facebook.com/2008/fbml / instagram.com: https://www.instagram.com/bumannundsohn / facebook.com: https://www.facebook.com/bumannundsohn / facebook.com: https://www.facebook.com/EhrenfelderWeihnachtsmarkt,€150-€700 guarantee or door split,small,,,,,,,,,,,,,,,,,
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Netherlands,3,AlascA,Group,2008,indie folk,"Compatible indie folk, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22AlascA%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22AlascA%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=AlascA | https://www.bandsintown.com/search?query=AlascA | https://www.setlist.fm/search?query=AlascA,https://www.instagram.com/explore/search/keyword/?q=AlascA | https://www.facebook.com/search/top?q=AlascA,https://www.google.com/search?q=AlascA%20band%20official%20website,https://soundcloud.com/search?q=AlascA,https://open.spotify.com/search/AlascA,https://music.apple.com/us/search?term=AlascA,https://www.google.com/search?tbm=nws&q=%22AlascA%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/684d8c69-4270-4d13-b985-352c38de7802
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Belgium,2,Acts of Man,Group,2021-08-01,"americana, alternative country, singer-songwriter, indie folk","Compatible indie folk, Americana, songwriter, folk, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Acts%20of%20Man%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Acts%20of%20Man%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Acts%20of%20Man | https://www.bandsintown.com/search?query=Acts%20of%20Man | https://www.setlist.fm/search?query=Acts%20of%20Man,https://www.instagram.com/explore/search/keyword/?q=Acts%20of%20Man | https://www.facebook.com/search/top?q=Acts%20of%20Man,https://www.google.com/search?q=Acts%20of%20Man%20band%20official%20website,https://soundcloud.com/search?q=Acts%20of%20Man,https://open.spotify.com/search/Acts%20of%20Man,https://music.apple.com/us/search?term=Acts%20of%20Man,https://www.google.com/search?tbm=nws&q=%22Acts%20of%20Man%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/05185fba-521b-467e-95e8-f28a0b854eb9
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Germany,18,Alin Coen Band,Group,2007-05,"folk, singer-songwriter, indie pop, indie folk, german folk","Compatible indie folk, songwriter, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Alin%20Coen%20Band%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Alin%20Coen%20Band%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Alin%20Coen%20Band | https://www.bandsintown.com/search?query=Alin%20Coen%20Band | https://www.setlist.fm/search?query=Alin%20Coen%20Band,https://www.instagram.com/explore/search/keyword/?q=Alin%20Coen%20Band | https://www.facebook.com/search/top?q=Alin%20Coen%20Band,https://www.google.com/search?q=Alin%20Coen%20Band%20band%20official%20website,https://soundcloud.com/search?q=Alin%20Coen%20Band,https://open.spotify.com/search/Alin%20Coen%20Band,https://music.apple.com/us/search?term=Alin%20Coen%20Band,https://www.google.com/search?tbm=nws&q=%22Alin%20Coen%20Band%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/3a9ee567-e2a5-4c20-b0bb-fe7f47603d52
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Netherlands,4,Honey Camp,Group,2023,"folk, indie, alternative, indie folk","Compatible indie folk, folk, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Honey%20Camp%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Honey%20Camp%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Honey%20Camp | https://www.bandsintown.com/search?query=Honey%20Camp | https://www.setlist.fm/search?query=Honey%20Camp,https://www.instagram.com/explore/search/keyword/?q=Honey%20Camp | https://www.facebook.com/search/top?q=Honey%20Camp,https://www.google.com/search?q=Honey%20Camp%20band%20official%20website,https://soundcloud.com/search?q=Honey%20Camp,https://open.spotify.com/search/Honey%20Camp,https://music.apple.com/us/search?term=Honey%20Camp,https://www.google.com/search?tbm=nws&q=%22Honey%20Camp%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/20b8274d-5985-43ce-b605-8592ec0279a3
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Belgium,1,Lucky Came to Town,Group,2015-01-01,"americana, indie folk, alt.country","Compatible indie folk, Americana, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Lucky%20Came%20to%20Town%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Lucky%20Came%20to%20Town%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Lucky%20Came%20to%20Town | https://www.bandsintown.com/search?query=Lucky%20Came%20to%20Town | https://www.setlist.fm/search?query=Lucky%20Came%20to%20Town,https://www.instagram.com/explore/search/keyword/?q=Lucky%20Came%20to%20Town | https://www.facebook.com/search/top?q=Lucky%20Came%20to%20Town,https://www.google.com/search?q=Lucky%20Came%20to%20Town%20band%20official%20website,https://soundcloud.com/search?q=Lucky%20Came%20to%20Town,https://open.spotify.com/search/Lucky%20Came%20to%20Town,https://music.apple.com/us/search?term=Lucky%20Came%20to%20Town,https://www.google.com/search?tbm=nws&q=%22Lucky%20Came%20to%20Town%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/4e0b94b3-fd4a-46be-80f8-cf0a2e462e9c
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Germany,2,Mighty Oaks,Group,2010,"indie rock, folk rock","Compatible folk-rock, indie rock, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Mighty%20Oaks%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Mighty%20Oaks%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Mighty%20Oaks | https://www.bandsintown.com/search?query=Mighty%20Oaks | https://www.setlist.fm/search?query=Mighty%20Oaks,https://www.instagram.com/explore/search/keyword/?q=Mighty%20Oaks | https://www.facebook.com/search/top?q=Mighty%20Oaks,https://www.google.com/search?q=Mighty%20Oaks%20band%20official%20website,https://soundcloud.com/search?q=Mighty%20Oaks,https://open.spotify.com/search/Mighty%20Oaks,https://music.apple.com/us/search?term=Mighty%20Oaks,https://www.google.com/search?tbm=nws&q=%22Mighty%20Oaks%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/ffa6c35e-4398-4200-8bd8-915f5d470304
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Netherlands,6,I Am Oak,Group,2008,"folk, indie folk, ambient, independent, acoustic","Compatible indie folk, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22I%20Am%20Oak%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22I%20Am%20Oak%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=I%20Am%20Oak | https://www.bandsintown.com/search?query=I%20Am%20Oak | https://www.setlist.fm/search?query=I%20Am%20Oak,https://www.instagram.com/explore/search/keyword/?q=I%20Am%20Oak | https://www.facebook.com/search/top?q=I%20Am%20Oak,https://www.google.com/search?q=I%20Am%20Oak%20band%20official%20website,https://soundcloud.com/search?q=I%20Am%20Oak,https://open.spotify.com/search/I%20Am%20Oak,https://music.apple.com/us/search?term=I%20Am%20Oak,https://www.google.com/search?tbm=nws&q=%22I%20Am%20Oak%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/0592dc82-3378-4f01-8e46-de907d9f4a6c
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Belgium,48,Tamino,Person,1996-10-24,"pop, singer-songwriter, indie rock, alternative, soft rock, alternative pop, alternative/indie rock, adult alternative pop/rock","Compatible indie rock, songwriter, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Tamino%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Tamino%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Tamino | https://www.bandsintown.com/search?query=Tamino | https://www.setlist.fm/search?query=Tamino,https://www.instagram.com/explore/search/keyword/?q=Tamino | https://www.facebook.com/search/top?q=Tamino,https://www.google.com/search?q=Tamino%20band%20official%20website,https://soundcloud.com/search?q=Tamino,https://open.spotify.com/search/Tamino,https://music.apple.com/us/search?term=Tamino,https://www.google.com/search?tbm=nws&q=%22Tamino%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/60e0ba6c-b67e-44c0-b777-be65d42ef909
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Germany,7,Letzte Instanz,Group,1996,"alternative rock, german, folk rock, gothic, symphonic metal, folk metal, neue deutsche härte, medieval metal","Compatible folk-rock, alt-rock, folk, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Letzte%20Instanz%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Letzte%20Instanz%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Letzte%20Instanz | https://www.bandsintown.com/search?query=Letzte%20Instanz | https://www.setlist.fm/search?query=Letzte%20Instanz,https://www.instagram.com/explore/search/keyword/?q=Letzte%20Instanz | https://www.facebook.com/search/top?q=Letzte%20Instanz,https://www.google.com/search?q=Letzte%20Instanz%20band%20official%20website,https://soundcloud.com/search?q=Letzte%20Instanz,https://open.spotify.com/search/Letzte%20Instanz,https://music.apple.com/us/search?term=Letzte%20Instanz,https://www.google.com/search?tbm=nws&q=%22Letzte%20Instanz%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/f779ed95-66c8-4493-9f46-3967eba785a8
co-bill artist,Tour Option 2: Netherlands / Belgium / Germany,Netherlands / Belgium / Germany,,,,,,,,,,,,Netherlands,14,Scrum,Group,2004,folk rock,"Compatible folk-rock, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Scrum%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Scrum%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Scrum | https://www.bandsintown.com/search?query=Scrum | https://www.setlist.fm/search?query=Scrum,https://www.instagram.com/explore/search/keyword/?q=Scrum | https://www.facebook.com/search/top?q=Scrum,https://www.google.com/search?q=Scrum%20band%20official%20website,https://soundcloud.com/search?q=Scrum,https://open.spotify.com/search/Scrum,https://music.apple.com/us/search?term=Scrum,https://www.google.com/search?tbm=nws&q=%22Scrum%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/e00c8ad0-4a0e-4469-af08-9672685df8b1
