country,country_rank,band,type,begin,genres,why_fit,band_manager,manager_contact_info,cities_venues_past_18_months,band_socials,band_website,soundcloud,spotify,apple_music,recent_articles_past_18_months,musicbrainz
United Kingdom,11,Bear’s Den,Group,2012-03-12,"folk, indie folk","Compatible indie folk, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Bear%E2%80%99s%20Den%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Bear%E2%80%99s%20Den%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Bear%E2%80%99s%20Den | https://www.bandsintown.com/search?query=Bear%E2%80%99s%20Den | https://www.setlist.fm/search?query=Bear%E2%80%99s%20Den,https://www.instagram.com/explore/search/keyword/?q=Bear%E2%80%99s%20Den | https://www.facebook.com/search/top?q=Bear%E2%80%99s%20Den,https://www.google.com/search?q=Bear%E2%80%99s%20Den%20band%20official%20website,https://soundcloud.com/search?q=Bear%E2%80%99s%20Den,https://open.spotify.com/search/Bear%E2%80%99s%20Den,https://music.apple.com/us/search?term=Bear%E2%80%99s%20Den,https://www.google.com/search?tbm=nws&q=%22Bear%E2%80%99s%20Den%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/f11f6e85-a39a-4dd8-875b-cd84839ddec6
United Kingdom,12,Belle and Sebastian,Group,1996-01,"alternative rock, scottish, british, uk, indie rock, synth-pop, baroque pop, indie pop","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Belle%20and%20Sebastian%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Belle%20and%20Sebastian%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Belle%20and%20Sebastian | https://www.bandsintown.com/search?query=Belle%20and%20Sebastian | https://www.setlist.fm/search?query=Belle%20and%20Sebastian,https://www.instagram.com/explore/search/keyword/?q=Belle%20and%20Sebastian | https://www.facebook.com/search/top?q=Belle%20and%20Sebastian,https://www.google.com/search?q=Belle%20and%20Sebastian%20band%20official%20website,https://soundcloud.com/search?q=Belle%20and%20Sebastian,https://open.spotify.com/search/Belle%20and%20Sebastian,https://music.apple.com/us/search?term=Belle%20and%20Sebastian,https://www.google.com/search?tbm=nws&q=%22Belle%20and%20Sebastian%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/e5c7b94f-e264-473c-bb0f-37c85d4d5c70
United Kingdom,13,The Kooks,Group,2004,"alternative rock, indie rock, indie pop, pop rock, alternative dance, united kingdom, rock and indie","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22The%20Kooks%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22The%20Kooks%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=The%20Kooks | https://www.bandsintown.com/search?query=The%20Kooks | https://www.setlist.fm/search?query=The%20Kooks,https://www.instagram.com/explore/search/keyword/?q=The%20Kooks | https://www.facebook.com/search/top?q=The%20Kooks,https://www.google.com/search?q=The%20Kooks%20band%20official%20website,https://soundcloud.com/search?q=The%20Kooks,https://open.spotify.com/search/The%20Kooks,https://music.apple.com/us/search?term=The%20Kooks,https://www.google.com/search?tbm=nws&q=%22The%20Kooks%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/f82f3a3e-29c2-42ca-b589-bc5dc210fa9e
United Kingdom,14,Sea Power,Group,2000,"alternative rock, post-punk, indie rock, indie, art rock, experimental rock, rock and indie","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Sea%20Power%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Sea%20Power%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Sea%20Power | https://www.bandsintown.com/search?query=Sea%20Power | https://www.setlist.fm/search?query=Sea%20Power,https://www.instagram.com/explore/search/keyword/?q=Sea%20Power | https://www.facebook.com/search/top?q=Sea%20Power,https://www.google.com/search?q=Sea%20Power%20band%20official%20website,https://soundcloud.com/search?q=Sea%20Power,https://open.spotify.com/search/Sea%20Power,https://music.apple.com/us/search?term=Sea%20Power,https://www.google.com/search?tbm=nws&q=%22Sea%20Power%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/8830afec-83b3-4213-aad0-f6377f1d73ac
United Kingdom,15,Frightened Rabbit,Group,2003,"rock, scottish, folk, indie rock, folk rock, indie, indie pop, indie folk","Compatible indie folk, folk-rock, indie rock, folk audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Frightened%20Rabbit%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Frightened%20Rabbit%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Frightened%20Rabbit | https://www.bandsintown.com/search?query=Frightened%20Rabbit | https://www.setlist.fm/search?query=Frightened%20Rabbit,https://www.instagram.com/explore/search/keyword/?q=Frightened%20Rabbit | https://www.facebook.com/search/top?q=Frightened%20Rabbit,https://www.google.com/search?q=Frightened%20Rabbit%20band%20official%20website,https://soundcloud.com/search?q=Frightened%20Rabbit,https://open.spotify.com/search/Frightened%20Rabbit,https://music.apple.com/us/search?term=Frightened%20Rabbit,https://www.google.com/search?tbm=nws&q=%22Frightened%20Rabbit%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/dc21d171-7204-4759-9fd0-77d031aeb40c
United Kingdom,16,Six by Seven,Group,1996,"alternative rock, uk, indie rock, space rock, neo-psychedelia, england, rock and indie","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Six%20by%20Seven%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Six%20by%20Seven%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Six%20by%20Seven | https://www.bandsintown.com/search?query=Six%20by%20Seven | https://www.setlist.fm/search?query=Six%20by%20Seven,https://www.instagram.com/explore/search/keyword/?q=Six%20by%20Seven | https://www.facebook.com/search/top?q=Six%20by%20Seven,https://www.google.com/search?q=Six%20by%20Seven%20band%20official%20website,https://soundcloud.com/search?q=Six%20by%20Seven,https://open.spotify.com/search/Six%20by%20Seven,https://music.apple.com/us/search?term=Six%20by%20Seven,https://www.google.com/search?tbm=nws&q=%22Six%20by%20Seven%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/5e2e050f-7280-464e-b251-0a1272c43300
United Kingdom,17,The Duke Spirit,Group,2003,"indie rock, alternative rock, rock and indie","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22The%20Duke%20Spirit%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22The%20Duke%20Spirit%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=The%20Duke%20Spirit | https://www.bandsintown.com/search?query=The%20Duke%20Spirit | https://www.setlist.fm/search?query=The%20Duke%20Spirit,https://www.instagram.com/explore/search/keyword/?q=The%20Duke%20Spirit | https://www.facebook.com/search/top?q=The%20Duke%20Spirit,https://www.google.com/search?q=The%20Duke%20Spirit%20band%20official%20website,https://soundcloud.com/search?q=The%20Duke%20Spirit,https://open.spotify.com/search/The%20Duke%20Spirit,https://music.apple.com/us/search?term=The%20Duke%20Spirit,https://www.google.com/search?tbm=nws&q=%22The%20Duke%20Spirit%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/c9b00c4c-44ff-47be-9fc8-5764b45cc7a3
United Kingdom,18,Keane,Group,1995,"rock, downtempo, alternative rock, indie rock, synth-pop, indie pop, pop rock, dream pop","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Keane%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Keane%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Keane | https://www.bandsintown.com/search?query=Keane | https://www.setlist.fm/search?query=Keane,https://www.instagram.com/explore/search/keyword/?q=Keane | https://www.facebook.com/search/top?q=Keane,https://www.google.com/search?q=Keane%20band%20official%20website,https://soundcloud.com/search?q=Keane,https://open.spotify.com/search/Keane,https://music.apple.com/us/search?term=Keane,https://www.google.com/search?tbm=nws&q=%22Keane%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/c7020c6d-cae9-4db3-92a7-e5c561cbad50
United Kingdom,19,Peace,Group,2009,"alternative rock, indie rock","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Peace%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Peace%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Peace | https://www.bandsintown.com/search?query=Peace | https://www.setlist.fm/search?query=Peace,https://www.instagram.com/explore/search/keyword/?q=Peace | https://www.facebook.com/search/top?q=Peace,https://www.google.com/search?q=Peace%20band%20official%20website,https://soundcloud.com/search?q=Peace,https://open.spotify.com/search/Peace,https://music.apple.com/us/search?term=Peace,https://www.google.com/search?tbm=nws&q=%22Peace%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/1c54c526-682b-44e8-933a-fe8c2993402b
United Kingdom,20,Bloc Party,Group,1999-08,"rock, alternative rock, british, uk, britannique, indie rock, indie, art rock","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Bloc%20Party%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Bloc%20Party%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Bloc%20Party | https://www.bandsintown.com/search?query=Bloc%20Party | https://www.setlist.fm/search?query=Bloc%20Party,https://www.instagram.com/explore/search/keyword/?q=Bloc%20Party | https://www.facebook.com/search/top?q=Bloc%20Party,https://www.google.com/search?q=Bloc%20Party%20band%20official%20website,https://soundcloud.com/search?q=Bloc%20Party,https://open.spotify.com/search/Bloc%20Party,https://music.apple.com/us/search?term=Bloc%20Party,https://www.google.com/search?tbm=nws&q=%22Bloc%20Party%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/8c538f11-c141-4588-8ecb-931083524186
United Kingdom,21,The Magic Numbers,Group,2002,"indie pop, rock and indie, alternative rock, indie rock","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22The%20Magic%20Numbers%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22The%20Magic%20Numbers%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=The%20Magic%20Numbers | https://www.bandsintown.com/search?query=The%20Magic%20Numbers | https://www.setlist.fm/search?query=The%20Magic%20Numbers,https://www.instagram.com/explore/search/keyword/?q=The%20Magic%20Numbers | https://www.facebook.com/search/top?q=The%20Magic%20Numbers,https://www.google.com/search?q=The%20Magic%20Numbers%20band%20official%20website,https://soundcloud.com/search?q=The%20Magic%20Numbers,https://open.spotify.com/search/The%20Magic%20Numbers,https://music.apple.com/us/search?term=The%20Magic%20Numbers,https://www.google.com/search?tbm=nws&q=%22The%20Magic%20Numbers%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/3b3531c4-cd2d-4df0-897c-a2e29b8341fc
United Kingdom,22,Idlewild,Group,1995-12,"uk, british, rock, scottish, rock and indie, alternative rock, indie rock, post-grunge","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Idlewild%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Idlewild%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Idlewild | https://www.bandsintown.com/search?query=Idlewild | https://www.setlist.fm/search?query=Idlewild,https://www.instagram.com/explore/search/keyword/?q=Idlewild | https://www.facebook.com/search/top?q=Idlewild,https://www.google.com/search?q=Idlewild%20band%20official%20website,https://soundcloud.com/search?q=Idlewild,https://open.spotify.com/search/Idlewild,https://music.apple.com/us/search?term=Idlewild,https://www.google.com/search?tbm=nws&q=%22Idlewild%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/64d62f45-e001-40a1-a055-c3545fcc14de
United Kingdom,23,Kasabian,Group,1997,"rock, alternative rock, british, indie rock, indie, alternative, neo-psychedelia, alternative dance","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Kasabian%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Kasabian%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Kasabian | https://www.bandsintown.com/search?query=Kasabian | https://www.setlist.fm/search?query=Kasabian,https://www.instagram.com/explore/search/keyword/?q=Kasabian | https://www.facebook.com/search/top?q=Kasabian,https://www.google.com/search?q=Kasabian%20band%20official%20website,https://soundcloud.com/search?q=Kasabian,https://open.spotify.com/search/Kasabian,https://music.apple.com/us/search?term=Kasabian,https://www.google.com/search?tbm=nws&q=%22Kasabian%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/69b39eab-6577-46a4-a9f5-817839092033
United Kingdom,24,Razorlight,Group,2002,"alternative rock, rock and indie, indie rock, swedish, uk, british, english","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Razorlight%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Razorlight%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Razorlight | https://www.bandsintown.com/search?query=Razorlight | https://www.setlist.fm/search?query=Razorlight,https://www.instagram.com/explore/search/keyword/?q=Razorlight | https://www.facebook.com/search/top?q=Razorlight,https://www.google.com/search?q=Razorlight%20band%20official%20website,https://soundcloud.com/search?q=Razorlight,https://open.spotify.com/search/Razorlight,https://music.apple.com/us/search?term=Razorlight,https://www.google.com/search?tbm=nws&q=%22Razorlight%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/f2cb0435-d643-4fab-9587-fdb0279330a7
United Kingdom,25,London Grammar,Group,2009,"rock, electronic, pop, alternative rock, indie rock, remix, electronica, alternative","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22London%20Grammar%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22London%20Grammar%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=London%20Grammar | https://www.bandsintown.com/search?query=London%20Grammar | https://www.setlist.fm/search?query=London%20Grammar,https://www.instagram.com/explore/search/keyword/?q=London%20Grammar | https://www.facebook.com/search/top?q=London%20Grammar,https://www.google.com/search?q=London%20Grammar%20band%20official%20website,https://soundcloud.com/search?q=London%20Grammar,https://open.spotify.com/search/London%20Grammar,https://music.apple.com/us/search?term=London%20Grammar,https://www.google.com/search?tbm=nws&q=%22London%20Grammar%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/4dbe08c1-b40a-43b3-ab89-210000bd8ab2
United Kingdom,26,Bombay Bicycle Club,Group,2005,"indie pop, indie rock, alternative rock, united kingdom, london","Compatible alt-rock, indie rock, alternative audience; plausible support/co-bill target for The Dialtones.",Public manager not verified in first pass,https://www.google.com/search?q=%22Bombay%20Bicycle%20Club%22%20band%20manager%20booking%20agent%20contact,https://www.google.com/search?q=%22Bombay%20Bicycle%20Club%22%20tour%20dates%20venues%202025%202026 | https://www.songkick.com/search?query=Bombay%20Bicycle%20Club | https://www.bandsintown.com/search?query=Bombay%20Bicycle%20Club | https://www.setlist.fm/search?query=Bombay%20Bicycle%20Club,https://www.instagram.com/explore/search/keyword/?q=Bombay%20Bicycle%20Club | https://www.facebook.com/search/top?q=Bombay%20Bicycle%20Club,https://www.google.com/search?q=Bombay%20Bicycle%20Club%20band%20official%20website,https://soundcloud.com/search?q=Bombay%20Bicycle%20Club,https://open.spotify.com/search/Bombay%20Bicycle%20Club,https://music.apple.com/us/search?term=Bombay%20Bicycle%20Club,https://www.google.com/search?tbm=nws&q=%22Bombay%20Bicycle%20Club%22%20band%20after%3A2024-11-28,https://musicbrainz.org/artist/0ae49abe-d6af-44fa-8ab0-b9ace5690e6f
